ID	Elev	Demand	Pattern
JUNCTION-48	47.449593999999998	1.928050	PATTERN-1	
JUNCTION-49	53.985072000000002	4.337540	PATTERN-1	
JUNCTION-50	57.5	1.382080	PATTERN-1	
JUNCTION-51	53.072839999999999	1.297870	PATTERN-1	
JUNCTION-52	52.245097999999999	2.755070	PATTERN-1	
JUNCTION-53	52.5	1.441610	PATTERN-1	
JUNCTION-54	41.534196999999999	2.696950	PATTERN-1	
JUNCTION-55	49.427106999999999	1.434040	PATTERN-1	
JUNCTION-56	45.978510999999997	0.722810	PATTERN-1	
JUNCTION-57	36.354627999999998	2.834140	PATTERN-1	
JUNCTION-58	57.416381999999999	1.271810	PATTERN-1	
JUNCTION-59	37.402740999999999	2.731490	PATTERN-1	
JUNCTION-60	35.0	3.334640	PATTERN-1	
JUNCTION-61	35.0	1.776390	PATTERN-1	
JUNCTION-62	35.0	1.338930	PATTERN-1	
JUNCTION-63	32.5	3.288760	PATTERN-1	
JUNCTION-64	35.0	1.575110	PATTERN-1	
JUNCTION-65	35.0	1.254580	PATTERN-1	
JUNCTION-66	35.0	1.516140	PATTERN-1	
JUNCTION-67	35.0	2.399390	PATTERN-1	
JUNCTION-68	35.0	2.578490	PATTERN-1	
JUNCTION-69	60.0	0	PATTERN-1	
JUNCTION-70	35.0	1.807400	PATTERN-1	
JUNCTION-71	35.0	0.840290	PATTERN-1	
JUNCTION-72	35.0	2.191530	PATTERN-1	
JUNCTION-73	35.0	0.164240	PATTERN-1	
JUNCTION-74	35.0	1.940510	PATTERN-1	
JUNCTION-75	35.0	3.228370	PATTERN-1	
JUNCTION-76	35.0	2.134560	PATTERN-1	
JUNCTION-77	30.915831000000001	0.122890	PATTERN-1	
JUNCTION-78	30.0	1.401580	PATTERN-1	
JUNCTION-79	43.490155999999999	1.213570	PATTERN-1	
JUNCTION-80	60.0	0.478120	PATTERN-1	
JUNCTION-81	44.638188999999997	1.244390	PATTERN-1	
JUNCTION-82	32.035828000000002	1.137480	PATTERN-1	
JUNCTION-83	30.928073999999999	1.054840	PATTERN-1	
JUNCTION-84	30.0	1.240180	PATTERN-1	
JUNCTION-85	30.0	0.346050	PATTERN-1	
JUNCTION-86	30.0	0.865870	PATTERN-1	
JUNCTION-87	30.0	0.252510	PATTERN-1	
JUNCTION-88	30.0	0	PATTERN-1	
JUNCTION-89	30.0	0.641740	PATTERN-1	
JUNCTION-90	30.0	1.228310	PATTERN-1	
JUNCTION-91	60.0	3.772870	PATTERN-1	
JUNCTION-92	30.0	0.490870	PATTERN-1	
JUNCTION-93	30.0	1.110320	PATTERN-1	
JUNCTION-94	30.0	1.217520	PATTERN-1	
JUNCTION-95	30.0	4.737920	PATTERN-1	
JUNCTION-96	30.0	0.294290	PATTERN-1	
JUNCTION-97	30.0	2.212620	PATTERN-1	
JUNCTION-98	30.0	1.537510	PATTERN-1	
JUNCTION-99	30.0	0.303500	PATTERN-1	
JUNCTION-100	30.0	0.161690	PATTERN-1	
JUNCTION-101	30.0	1.398920	PATTERN-1	
JUNCTION-102	56.0	4.562840	PATTERN-1	
JUNCTION-103	30.0	0.784780	PATTERN-1	
JUNCTION-104	30.0	0.287230	PATTERN-1	
JUNCTION-105	30.0	0.268900	PATTERN-1	
JUNCTION-106	33.192481999999998	3.211950	PATTERN-1	
JUNCTION-107	30.0	0.984230	PATTERN-1	
JUNCTION-108	32.751753999999998	1.145670	PATTERN-1	
JUNCTION-109	32.72719	1.077830	PATTERN-1	
JUNCTION-110	32.526448000000002	0.876300	PATTERN-1	
JUNCTION-111	35.0	2.470440	PATTERN-1	
JUNCTION-112	30.0	0.911820	PATTERN-1	
JUNCTION-113	67.050937000000005	0	PATTERN-1	
JUNCTION-114	45.0	1.554510	PATTERN-1	
JUNCTION-115	30.0	0.320030	PATTERN-1	
JUNCTION-116	30.0	0	PATTERN-1	
JUNCTION-117	30.0	15.561170	PATTERN-1	
JUNCTION-118	30.0	0	PATTERN-1	
JUNCTION-119	30.0	0	PATTERN-1	
JUNCTION-120	30.0	0	PATTERN-1	
JUNCTION-121	35.0	0.166580	PATTERN-1	
JUNCTION-122	35.0	0.210760	PATTERN-1	
JUNCTION-123	35.0	0.630700	PATTERN-1	
JUNCTION-124	35.0	1.044060	PATTERN-1	
JUNCTION-125	55.0	1.790400	PATTERN-1	
JUNCTION-126	35.0	1.307660	PATTERN-1	
JUNCTION-127	35.0	1.305770	PATTERN-1	
JUNCTION-128	35.0	1.013870	PATTERN-1	
JUNCTION-129	35.0	1.212300	PATTERN-1	
JUNCTION-130	30.0	0.828080	PATTERN-1	
JUNCTION-131	30.0	1.502830	PATTERN-1	
JUNCTION-132	30.0	0.186550	PATTERN-1	
JUNCTION-133	30.0	1.069310	PATTERN-1	
JUNCTION-134	30.0	7.220010	PATTERN-1	
JUNCTION-135	30.0	0.623900	PATTERN-1	
JUNCTION-136	55.0	2.307920	PATTERN-1	
JUNCTION-137	35.0	1.232770	PATTERN-1	
JUNCTION-138	30.0	2.456800	PATTERN-1	
JUNCTION-139	30.0	0	PATTERN-1	
JUNCTION-140	50.0	0	PATTERN-1	
JUNCTION-141	48.203313999999999	0	PATTERN-1	
JUNCTION-142	40.0	2.128280	PATTERN-1	
JUNCTION-143	43.087767999999997	7.736040	PATTERN-1	
JUNCTION-144	56.099058999999997	16.022690	PATTERN-1	
JUNCTION-145	52.482346999999997	0	PATTERN-1	
JUNCTION-146	37.5	0	PATTERN-1	
JUNCTION-147	47.925766000000003	4.255390	PATTERN-1	
JUNCTION-148	47.5	0	PATTERN-1	
JUNCTION-149	47.062249000000001	0	PATTERN-1	
JUNCTION-150	47.234695000000002	0	PATTERN-1	
JUNCTION-151	61.855313000000002	0.048090	PATTERN-1	
JUNCTION-152	52.345232000000003	1.052080	PATTERN-1	
JUNCTION-153	59.999673999999999	1.716860	PATTERN-1	
JUNCTION-154	57.077036999999997	1.387520	PATTERN-1	
JUNCTION-155	56.996574000000003	0.931680	PATTERN-1	
JUNCTION-156	52.5	0.325960	PATTERN-1	
JUNCTION-157	60.815739000000001	0.525720	PATTERN-1	
JUNCTION-158	46.433352999999997	1.638280	PATTERN-1	
JUNCTION-159	52.975700000000003	1.074410	PATTERN-1	
JUNCTION-160	57.099358000000002	1.680360	PATTERN-1	
JUNCTION-161	47.725031999999999	0.914580	PATTERN-1	
JUNCTION-162	43.419854999999998	2.147410	PATTERN-1	
JUNCTION-163	36.094752999999997	0.664400	PATTERN-1	
JUNCTION-164	63.948974999999997	0	PATTERN-1	
JUNCTION-165	42.762861999999998	3.998740	PATTERN-1	
JUNCTION-166	58.274028999999999	2.969120	PATTERN-1	
JUNCTION-167	38.23997	0.622110	PATTERN-1	
JUNCTION-168	58.16046	12.167220	PATTERN-1	
JUNCTION-169	47.828443999999998	2.214500	PATTERN-1	
JUNCTION-170	52.015396000000003	1.748760	PATTERN-1	
JUNCTION-171	59.809947000000001	1.654960	PATTERN-1	
JUNCTION-172	54.315961000000001	2.020330	PATTERN-1	
JUNCTION-173	58.644275999999998	2.687380	PATTERN-1	
JUNCTION-174	51.508045000000003	20.776000	PATTERN-1	
JUNCTION-175	42.982908000000002	1.892440	PATTERN-1	
JUNCTION-176	40.0	1.712860	PATTERN-1	
JUNCTION-177	42.5	2.562930	PATTERN-1	
JUNCTION-178	40.0	4.672750	PATTERN-1	
JUNCTION-179	50.0	0.840650	PATTERN-1	
JUNCTION-180	48.476852999999998	3.066170	PATTERN-1	
JUNCTION-181	42.509556000000003	1.047920	PATTERN-1	
JUNCTION-182	43.196089999999998	0.594830	PATTERN-1	
JUNCTION-183	43.994512	0.295870	PATTERN-1	
JUNCTION-184	42.5	0	PATTERN-1	
JUNCTION-185	46.410870000000003	0.513240	PATTERN-1	
JUNCTION-186	42.265614999999997	0	PATTERN-1	
JUNCTION-187	40.0	0.325650	PATTERN-1	
JUNCTION-188	41.722403	0.262640	PATTERN-1	
JUNCTION-189	53.735455999999999	9.709890	PATTERN-1	
JUNCTION-190	46.818289	0.461870	PATTERN-1	
JUNCTION-191	46.395288000000001	3.134330	PATTERN-1	
JUNCTION-192	44.835121999999998	1.085610	PATTERN-1	
JUNCTION-193	52.873254000000003	1.897720	PATTERN-1	
JUNCTION-194	42.032164000000002	2.430650	PATTERN-1	
JUNCTION-195	42.981028999999999	1.563280	PATTERN-1	
JUNCTION-196	37.745871000000001	0.737820	PATTERN-1	
JUNCTION-197	45.772165999999999	0.902160	PATTERN-1	
JUNCTION-198	38.684123999999997	1.077640	PATTERN-1	
JUNCTION-199	41.819871999999997	1.324930	PATTERN-1	
JUNCTION-200	43.265501999999998	0.797740	PATTERN-1	
JUNCTION-201	39.110250000000001	0.839210	PATTERN-1	
JUNCTION-202	52.954318000000001	1.451590	PATTERN-1	
JUNCTION-203	40.233390999999997	0.703190	PATTERN-1	
JUNCTION-204	36.753573000000003	0.566950	PATTERN-1	
JUNCTION-205	38.917065000000001	0.999930	PATTERN-1	
JUNCTION-206	53.518633000000001	0.509410	PATTERN-1	
JUNCTION-207	58.970548000000001	2.041350	PATTERN-1	
JUNCTION-208	35.288272999999997	0.797840	PATTERN-1	
JUNCTION-209	36.833184000000003	0.428980	PATTERN-1	
JUNCTION-210	37.826296999999997	2.763640	PATTERN-1	
JUNCTION-211	37.795448999999998	4.434970	PATTERN-1	
JUNCTION-212	39.658980999999997	2.761450	PATTERN-1	
JUNCTION-213	52.634895999999998	1.023380	PATTERN-1	
JUNCTION-214	38.675725999999997	4.048140	PATTERN-1	
JUNCTION-215	35.0	2.978860	PATTERN-1	
JUNCTION-216	45.328834999999998	0.941270	PATTERN-1	
JUNCTION-217	55.086078000000001	0.507810	PATTERN-1	
JUNCTION-218	48.597042999999999	1.250810	PATTERN-1	
JUNCTION-219	45.657229999999998	3.124570	PATTERN-1	
JUNCTION-220	46.957037999999997	0.364870	PATTERN-1	
JUNCTION-221	46.904519000000001	1.397230	PATTERN-1	
JUNCTION-222	43.910964999999997	3.504380	PATTERN-1	
JUNCTION-223	42.407724999999999	4.164880	PATTERN-1	
JUNCTION-224	59.288682000000001	2.436280	PATTERN-1	
JUNCTION-225	65.0	1.907830	PATTERN-1	
JUNCTION-226	42.383907000000001	0.645100	PATTERN-1	
JUNCTION-227	40.0	0.398730	PATTERN-1	
JUNCTION-228	45.0	0.819350	PATTERN-1	
JUNCTION-229	42.473762000000001	2.183870	PATTERN-1	
JUNCTION-230	45.0	0.308840	PATTERN-1	
JUNCTION-231	45.0	0.445980	PATTERN-1	
JUNCTION-232	47.5	0.691940	PATTERN-1	
JUNCTION-233	53.649012999999997	2.140690	PATTERN-1	
JUNCTION-234	32.434533000000002	0.808370	PATTERN-1	
JUNCTION-235	37.5	0.255680	PATTERN-1	
JUNCTION-236	55.0	0.691740	PATTERN-1	
JUNCTION-237	37.5	0.154460	PATTERN-1	
JUNCTION-238	40.0	0	PATTERN-1	
JUNCTION-239	41.352916	0.672570	PATTERN-1	
JUNCTION-240	40.0	9.225520	PATTERN-1	
JUNCTION-241	42.5	0	PATTERN-1	
JUNCTION-242	41.356121000000002	0	PATTERN-1	
JUNCTION-243	45.0	0.173950	PATTERN-1	
JUNCTION-244	46.504145000000001	1.894700	PATTERN-1	
JUNCTION-245	48.255043999999998	2.288410	PATTERN-1	
JUNCTION-246	47.041167000000002	3.838260	PATTERN-1	
JUNCTION-247	51.802281999999998	0.185820	PATTERN-1	
JUNCTION-248	42.5	1.048610	PATTERN-1	
JUNCTION-249	40.0	2.307440	PATTERN-1	
JUNCTION-250	40.0	0.495490	PATTERN-1	
JUNCTION-251	42.5	3.221150	PATTERN-1	
JUNCTION-252	42.5	2.338260	PATTERN-1	
JUNCTION-253	38.210641000000003	3.638470	PATTERN-1	
JUNCTION-254	40.0	1.491860	PATTERN-1	
JUNCTION-255	49.957966999999996	0.246030	PATTERN-1	
JUNCTION-256	52.118121000000002	0	PATTERN-1	
JUNCTION-257	48.830857999999999	0	PATTERN-1	
JUNCTION-258	57.289470000000001	0.815820	PATTERN-1	
JUNCTION-259	42.463261000000003	0.350580	PATTERN-1	
JUNCTION-260	47.669012000000002	0	PATTERN-1	
JUNCTION-261	48.461039999999997	0	PATTERN-1	
JUNCTION-262	45.0	0.255460	PATTERN-1	
JUNCTION-263	45.0	0	PATTERN-1	
JUNCTION-264	50.0	0	PATTERN-1	
JUNCTION-265	51.119385999999999	0	PATTERN-1	
JUNCTION-266	45.225866000000003	0.703240	PATTERN-1	
JUNCTION-267	35.0	6.450760	PATTERN-1	
JUNCTION-268	37.689577999999997	0.865310	PATTERN-1	
JUNCTION-269	50.0	1.300710	PATTERN-1	
JUNCTION-270	32.548167999999997	2.196130	PATTERN-1	
JUNCTION-271	49.509115999999999	0	PATTERN-1	
JUNCTION-272	40.0	13.241840	PATTERN-1	
JUNCTION-273	34.261912000000002	3.071200	PATTERN-1	
JUNCTION-274	39.705196999999998	1.444410	PATTERN-1	
JUNCTION-275	35.0	0.634410	PATTERN-1	
JUNCTION-276	38.715071999999999	1.544160	PATTERN-1	
JUNCTION-277	35.929264000000003	1.703070	PATTERN-1	
JUNCTION-278	35.0	3.795430	PATTERN-1	
JUNCTION-279	57.5	1.087130	PATTERN-1	
JUNCTION-280	50.0	0.901410	PATTERN-1	
JUNCTION-281	54.800437000000002	1.604050	PATTERN-1	
JUNCTION-282	57.5	3.520800	PATTERN-1	
JUNCTION-283	48.481783	1.578330	PATTERN-1	
JUNCTION-284	51.838225000000001	1.772990	PATTERN-1	
JUNCTION-285	46.100062999999999	2.531120	PATTERN-1	
JUNCTION-286	38.489133000000002	1.666600	PATTERN-1	
JUNCTION-287	58.340693000000002	4.530780	PATTERN-1	
JUNCTION-288	68.321644000000006	1.610610	PATTERN-1	
JUNCTION-289	50.916139000000001	2.899940	PATTERN-1	
JUNCTION-290	52.355448000000003	1.460390	PATTERN-1	
JUNCTION-291	47.136648000000001	0.576450	PATTERN-1	
JUNCTION-292	53.116669999999999	1.436200	PATTERN-1	
JUNCTION-293	53.692585000000001	1.366860	PATTERN-1	
JUNCTION-294	63.780619000000002	3.119740	PATTERN-1	
JUNCTION-295	55.955908999999998	0.427370	PATTERN-1	
JUNCTION-296	60.320155	1.487000	PATTERN-1	
JUNCTION-297	57.5	6.003470	PATTERN-1	
JUNCTION-298	55.683522000000004	0.365520	PATTERN-1	
JUNCTION-299	60.0	0.579380	PATTERN-1	
JUNCTION-300	54.297262000000003	0.971320	PATTERN-1	
JUNCTION-301	51.231026999999997	0.537580	PATTERN-1	
JUNCTION-302	48.567908000000003	1.174510	PATTERN-1	
JUNCTION-303	59.149849000000003	0	PATTERN-1	
JUNCTION-304	68.038510000000002	0	PATTERN-1	
JUNCTION-305	53.289135000000002	0.230270	PATTERN-1	
JUNCTION-306	66.724277000000001	0	PATTERN-1	
JUNCTION-307	72.439660000000003	0.334360	PATTERN-1	
JUNCTION-308	77.603031999999999	0.230390	PATTERN-1	
JUNCTION-309	74.853110999999998	1.918210	PATTERN-1	
JUNCTION-310	67.866490999999996	0.085930	PATTERN-1	
JUNCTION-311	82.5	1.027930	PATTERN-1	
JUNCTION-312	41.886584999999997	1.586250	PATTERN-1	
JUNCTION-313	71.156729999999996	0.370160	PATTERN-1	
JUNCTION-314	50.658904	1.344570	PATTERN-1	
JUNCTION-315	57.126649999999998	3.153750	PATTERN-1	
JUNCTION-316	58.410485999999999	0.220140	PATTERN-1	
JUNCTION-317	77.700845000000001	1.756820	PATTERN-1	
JUNCTION-318	77.870869999999996	0.274680	PATTERN-1	
JUNCTION-319	72.5	1.287820	PATTERN-1	
JUNCTION-320	83.802313999999996	4.922420	PATTERN-1	
JUNCTION-321	84.764309999999995	1.604600	PATTERN-1	
JUNCTION-322	70.688511000000005	2.894860	PATTERN-1	
JUNCTION-323	80.0	0.995870	PATTERN-1	
JUNCTION-324	64.961079999999995	0.992990	PATTERN-1	
JUNCTION-325	70.363451999999995	2.325540	PATTERN-1	
JUNCTION-326	42.5	0.350750	PATTERN-1	
JUNCTION-327	58.509452000000003	0.664470	PATTERN-1	
JUNCTION-328	75.174469999999999	3.878770	PATTERN-1	
JUNCTION-329	65.0	2.586010	PATTERN-1	
JUNCTION-330	66.828952000000001	1.883970	PATTERN-1	
JUNCTION-331	70.883148000000006	6.146160	PATTERN-1	
JUNCTION-332	80.0	1.738370	PATTERN-1	
JUNCTION-333	87.5	3.797500	PATTERN-1	
JUNCTION-334	87.5	1.981510	PATTERN-1	
JUNCTION-335	65.0	0.143070	PATTERN-1	
JUNCTION-336	95.0	1.118920	PATTERN-1	
JUNCTION-337	84.807706999999994	2.952010	PATTERN-1	
JUNCTION-338	85.362736999999996	1.368340	PATTERN-1	
JUNCTION-339	47.5	0.081680	PATTERN-1	
JUNCTION-340	58.411465	0.604480	PATTERN-1	
JUNCTION-341	58.829363999999998	0.772810	PATTERN-1	
JUNCTION-342	56.199849999999998	1.102750	PATTERN-1	
JUNCTION-343	56.865026999999998	0.845380	PATTERN-1	
JUNCTION-344	70.0	0.628920	PATTERN-1	
JUNCTION-345	70.0	0.946240	PATTERN-1	
JUNCTION-346	57.383571000000003	0.914890	PATTERN-1	
JUNCTION-347	100.0	1.441910	PATTERN-1	
JUNCTION-348	59.150953999999999	0.769530	PATTERN-1	
JUNCTION-349	55.0	0.766430	PATTERN-1	
JUNCTION-350	53.451611999999997	0.329430	PATTERN-1	
JUNCTION-351	53.540380999999996	0.773480	PATTERN-1	
JUNCTION-352	55.0	0.469080	PATTERN-1	
JUNCTION-353	52.595675	0.975850	PATTERN-1	
JUNCTION-354	55.0	1.003320	PATTERN-1	
JUNCTION-355	65.962540000000004	1.083400	PATTERN-1	
JUNCTION-356	62.533411000000001	1.118410	PATTERN-1	
JUNCTION-357	66.736185000000006	1.961880	PATTERN-1	
JUNCTION-358	73.472775999999996	2.755860	PATTERN-1	
JUNCTION-359	64.249346000000003	0.862510	PATTERN-1	
JUNCTION-360	62.5	0.828540	PATTERN-1	
JUNCTION-361	60.949522999999999	0.806420	PATTERN-1	
JUNCTION-362	67.058678	1.839300	PATTERN-1	
JUNCTION-363	69.145308	0.151510	PATTERN-1	
JUNCTION-364	70.412284999999997	0.996510	PATTERN-1	
JUNCTION-365	72.561018000000004	0.361390	PATTERN-1	
JUNCTION-366	75.0	0.774540	PATTERN-1	
JUNCTION-367	60.534233	2.275820	PATTERN-1	
JUNCTION-368	61.360855999999998	0.858250	PATTERN-1	
JUNCTION-369	81.551710999999997	0.460070	PATTERN-1	
JUNCTION-370	61.097123000000003	0.863030	PATTERN-1	
JUNCTION-371	62.5	0	PATTERN-1	
JUNCTION-372	62.5	0.332390	PATTERN-1	
JUNCTION-373	45.0	0.873170	PATTERN-1	
JUNCTION-374	56.901398999999998	2.343750	PATTERN-1	
JUNCTION-375	41.809021000000001	7.722380	PATTERN-1	
JUNCTION-376	45.0	3.435000	PATTERN-1	
JUNCTION-377	41.964334000000001	1.036850	PATTERN-1	
JUNCTION-378	40.0	0.870520	PATTERN-1	
JUNCTION-379	40.0	4.066870	PATTERN-1	
JUNCTION-380	81.840906000000004	0.487560	PATTERN-1	
JUNCTION-381	38.457588999999999	1.024040	PATTERN-1	
JUNCTION-382	34.040495999999997	2.858600	PATTERN-1	
JUNCTION-383	37.348720999999998	1.534440	PATTERN-1	
JUNCTION-384	33.789585000000002	3.564060	PATTERN-1	
JUNCTION-385	34.596729000000003	1.449860	PATTERN-1	
JUNCTION-386	44.460251	2.704830	PATTERN-1	
JUNCTION-387	32.662940999999996	0	PATTERN-1	
JUNCTION-388	32.786766999999998	0.783770	PATTERN-1	
JUNCTION-389	40.352487000000004	0.767310	PATTERN-1	
JUNCTION-390	32.908124999999998	0.787180	PATTERN-1	
JUNCTION-391	87.016756999999998	1.509810	PATTERN-1	
JUNCTION-392	44.469638000000003	1.164670	PATTERN-1	
JUNCTION-393	36.986203000000003	1.371750	PATTERN-1	
JUNCTION-394	33.242145999999998	6.999930	PATTERN-1	
JUNCTION-395	44.201676999999997	1.805060	PATTERN-1	
JUNCTION-396	41.835585000000002	0.555450	PATTERN-1	
JUNCTION-397	37.746124999999999	0.680280	PATTERN-1	
JUNCTION-398	45.0	0.804380	PATTERN-1	
JUNCTION-399	52.354801999999999	1.222550	PATTERN-1	
JUNCTION-400	55.502384999999997	0.490300	PATTERN-1	
JUNCTION-401	45.0	0.494390	PATTERN-1	
JUNCTION-402	78.991783999999996	1.026190	PATTERN-1	
JUNCTION-403	45.0	0.185530	PATTERN-1	
JUNCTION-404	35.0	0.924010	PATTERN-1	
JUNCTION-405	35.0	0.545320	PATTERN-1	
JUNCTION-406	40.0	0.478260	PATTERN-1	
JUNCTION-407	37.5	0.309990	PATTERN-1	
JUNCTION-408	41.600549000000001	0.572750	PATTERN-1	
JUNCTION-409	39.166733000000001	0.443700	PATTERN-1	
JUNCTION-410	37.322887999999999	1.321800	PATTERN-1	
JUNCTION-411	35.0	0.195910	PATTERN-1	
JUNCTION-412	44.159025	1.948370	PATTERN-1	
JUNCTION-413	79.860760999999997	2.811280	PATTERN-1	
JUNCTION-414	50.0	0.280700	PATTERN-1	
JUNCTION-415	56.088662999999997	0.375330	PATTERN-1	
JUNCTION-416	42.199595000000002	1.115490	PATTERN-1	
JUNCTION-417	45.0	1.094860	PATTERN-1	
JUNCTION-418	55.542738	0.601300	PATTERN-1	
JUNCTION-419	54.818994000000004	0	PATTERN-1	
JUNCTION-420	52.598548000000001	1.905440	PATTERN-1	
JUNCTION-421	45.696733000000002	0.649750	PATTERN-1	
JUNCTION-422	48.846612	0.752080	PATTERN-1	
JUNCTION-423	52.607726999999997	1.682920	PATTERN-1	
JUNCTION-424	73.142437000000001	2.668960	PATTERN-1	
JUNCTION-425	51.585819000000001	1.863430	PATTERN-1	
JUNCTION-426	56.098652999999999	1.532640	PATTERN-1	
JUNCTION-427	48.309911	0.120580	PATTERN-1	
JUNCTION-428	45.691603999999998	3.138790	PATTERN-1	
JUNCTION-429	45.620538000000003	1.441140	PATTERN-1	
JUNCTION-430	42.292445000000001	0.630080	PATTERN-1	
JUNCTION-431	50.723495	0.578910	PATTERN-1	
JUNCTION-432	47.478225000000002	0.290250	PATTERN-1	
JUNCTION-433	37.5	1.576050	PATTERN-1	
JUNCTION-434	37.749623	2.112560	PATTERN-1	
JUNCTION-435	66.699707000000004	0.932440	PATTERN-1	
JUNCTION-436	40.132537999999997	1.099450	PATTERN-1	
JUNCTION-437	35.0	1.161990	PATTERN-1	
JUNCTION-438	42.5	1.423090	PATTERN-1	
JUNCTION-439	39.893076000000001	1.571610	PATTERN-1	
JUNCTION-440	45.0	0.417920	PATTERN-1	
JUNCTION-441	44.354261999999999	0.663010	PATTERN-1	
JUNCTION-442	37.279566000000003	0.851820	PATTERN-1	
JUNCTION-443	40.678230999999997	1.102550	PATTERN-1	
JUNCTION-444	48.736024999999998	0.176320	PATTERN-1	
JUNCTION-445	47.5	0.643620	PATTERN-1	
JUNCTION-446	72.480215999999999	1.131550	PATTERN-1	
JUNCTION-447	71.291101999999995	1.941170	PATTERN-1	
JUNCTION-448	45.0	0.126510	PATTERN-1	
JUNCTION-449	41.490349999999999	0.338590	PATTERN-1	
JUNCTION-450	48.187683999999997	0.860720	PATTERN-1	
JUNCTION-451	48.278353000000003	0.332810	PATTERN-1	
JUNCTION-452	47.845534000000001	0.525900	PATTERN-1	
JUNCTION-453	56.527929999999998	0.359570	PATTERN-1	
JUNCTION-454	56.751984	0.337640	PATTERN-1	
JUNCTION-455	54.319282999999999	1.034620	PATTERN-1	
JUNCTION-456	57.763812000000001	3.827960	PATTERN-1	
JUNCTION-457	63.600127000000001	0.739480	PATTERN-1	
JUNCTION-458	82.312965000000005	0	PATTERN-1	
JUNCTION-459	49.198774999999998	2.115020	PATTERN-1	
JUNCTION-460	66.496288000000007	1.854810	PATTERN-1	
JUNCTION-461	67.355739	0.441660	PATTERN-1	
JUNCTION-462	70.0	5.197770	PATTERN-1	
JUNCTION-463	65.0	1.523930	PATTERN-1	
JUNCTION-464	70.0	3.421220	PATTERN-1	
JUNCTION-465	61.196046000000003	2.001830	PATTERN-1	
JUNCTION-466	52.129823000000002	1.168280	PATTERN-1	
JUNCTION-467	43.158535000000001	1.427940	PATTERN-1	
JUNCTION-468	71.500459000000006	0.618390	PATTERN-1	
JUNCTION-469	66.322188999999995	0.545860	PATTERN-1	
JUNCTION-470	72.807824999999994	0.370960	PATTERN-1	
JUNCTION-471	75.0	0.214710	PATTERN-1	
JUNCTION-472	75.0	0.469710	PATTERN-1	
JUNCTION-473	74.719824000000003	0.070600	PATTERN-1	
JUNCTION-474	72.796231000000006	1.841940	PATTERN-1	
JUNCTION-475	80.0	0.474250	PATTERN-1	
JUNCTION-476	76.490634	0	PATTERN-1	
JUNCTION-477	80.0	0.385510	PATTERN-1	
JUNCTION-478	77.360945000000001	0	PATTERN-1	
